5.088299999999999768e-02,0.000000000000000000e+00,6.626499999999999613e-01,0.000000000000000000e+00,-0.000000000000000000e+00
5.688700000000000007e-02,0.000000000000000000e+00,7.838100000000000067e-01,0.000000000000000000e+00,-0.000000000000000000e+00
6.394600000000000284e-02,0.000000000000000000e+00,9.126900000000000013e-01,0.000000000000000000e+00,-0.000000000000000000e+00
7.209799999999999542e-02,0.000000000000000000e+00,1.041700000000000070e+00,0.000000000000000000e+00,-0.000000000000000000e+00
8.130800000000000527e-02,0.000000000000000000e+00,1.162800000000000056e+00,0.000000000000000000e+00,-0.000000000000000000e+00
9.147800000000000376e-02,0.000000000000000000e+00,1.268199999999999994e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.024400000000000033e-01,0.000000000000000000e+00,1.351199999999999957e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.140000000000000041e-01,0.000000000000000000e+00,1.407200000000000006e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.259000000000000119e-01,0.000000000000000000e+00,1.433899999999999952e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.378999999999999948e-01,0.000000000000000000e+00,1.431200000000000028e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.497499999999999942e-01,0.000000000000000000e+00,1.401399999999999979e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.612500000000000044e-01,0.000000000000000000e+00,1.348799999999999999e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.722299999999999942e-01,0.000000000000000000e+00,1.276899999999999924e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.825400000000000078e-01,0.000000000000000000e+00,1.192199999999999926e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.920999999999999930e-01,0.000000000000000000e+00,1.099499999999999922e+00,0.000000000000000000e+00,-0.000000000000000000e+00
2.008600000000000108e-01,0.000000000000000000e+00,1.000999999999999890e+00,0.000000000000000000e+00,-0.000000000000000000e+00
2.087900000000000034e-01,0.000000000000000000e+00,9.019000000000000350e-01,0.000000000000000000e+00,-0.000000000000000000e+00
2.158899999999999986e-01,0.000000000000000000e+00,8.045400000000000329e-01,0.000000000000000000e+00,-0.000000000000000000e+00
2.221899999999999986e-01,0.000000000000000000e+00,7.093699999999999450e-01,0.000000000000000000e+00,-0.000000000000000000e+00
2.277200000000000057e-01,0.000000000000000000e+00,6.194899999999999851e-01,0.000000000000000000e+00,-0.000000000000000000e+00
2.325200000000000045e-01,0.000000000000000000e+00,5.365900000000000114e-01,0.000000000000000000e+00,-0.000000000000000000e+00
2.366600000000000092e-01,0.000000000000000000e+00,4.619599999999999818e-01,0.000000000000000000e+00,-0.000000000000000000e+00
2.402199999999999891e-01,0.000000000000000000e+00,3.993200000000000083e-01,0.000000000000000000e+00,-0.000000000000000000e+00
2.433099999999999985e-01,0.000000000000000000e+00,3.515400000000000191e-01,0.000000000000000000e+00,-0.000000000000000000e+00
2.460700000000000109e-01,0.000000000000000000e+00,3.207900000000000196e-01,0.000000000000000000e+00,-0.000000000000000000e+00
